,date,cape,caey,p-cape,p-caey,ern_cape,ern_caey
1428,1990-01,17.063625946860242,0.05860419134328264,11.758448900618955,0.08504523074870537,8.14535568410195,0.12276934719398358
1429,1990-02,16.525240930770032,0.060513489890365105,11.417658551606404,0.08758363157210594,8.26190792104046,0.12103741769541113
1430,1990-03,16.853985230311967,0.05933314799644512,11.697088865101264,0.08549135699768344,8.474653405198485,0.11799892599579169
1431,1990-04,16.832121758061508,0.05941021663065526,11.739131590380797,0.08518517679956952,8.337822093238975,0.11993539665602679
1432,1990-05,17.409593450545874,0.05743959517725816,12.192436932550756,0.08201805804139534,9.174883537036827,0.10899320911957491
1433,1990-06,17.833295711624945,0.056074884652315415,12.529107610829262,0.07981414407644417,9.161228298355677,0.10915566858862005
1434,1990-07,17.76161324183346,0.05630119214873604,12.510500347391547,0.07993285418104809,9.116537558827506,0.10969076730580725
1435,1990-08,16.179583069673438,0.06180628979706976,11.420851313034817,0.08755914708903377,8.260010256801017,0.12106522497071155
1436,1990-09,15.30987378482241,0.06531732488816201,10.82734104756857,0.09235877909512824,8.073671848478241,0.12385938130349998
1437,1990-10,14.82728115239174,0.0674432480049583,10.503459422011,0.09520672759532967,7.799961221704248,0.12820576558988397
1438,1990-11,15.197519137161695,0.06580021324367032,10.779700122361335,0.09276695906647782,8.310085985087555,0.12033569830619074
1439,1990-12,15.856740932892665,0.0630646615361947,11.265363153904191,0.08876766654907473,8.550359872025991,0.11695414169310887
1440,1991-01,15.616326522745204,0.06403554629467426,11.112901869676504,0.08998549719301265,8.940515180447361,0.11185037772621538
1441,1991-02,17.364752699602825,0.0575879206170827,12.383267026231227,0.08075413361286,9.608101763406891,0.10407883103492596
1442,1991-03,17.82786823629556,0.05609195596162815,12.734908074939316,0.07852432024757786,9.7946066832126,0.1020970042333546
1443,1991-04,18.169652293336778,0.05503682645411561,13.000916776310202,0.07691765259371275,9.958882653056172,0.1004128710858061
1444,1991-05,18.054039307088964,0.05538926680010869,12.944986661445546,0.0772499830361611,10.391538591883513,0.09623214032819614
1445,1991-06,18.03757123570627,0.05543983649087136,12.961348261732049,0.07715246745992212,10.13295926533968,0.09868785354941202
1446,1991-07,18.12943423421435,0.055158919306636356,13.061853163176325,0.0765588150094335,10.474750082441979,0.09546767150809864
1447,1991-08,18.542674977309712,0.053929651532137586,13.39588658870261,0.07464978098899014,10.657767208776384,0.09382828320518456
1448,1991-09,18.391134594590802,0.054374024335296846,13.344312774962667,0.0749382914552374,10.609010551865305,0.09425949716151213
1449,1991-10,18.38776127441065,0.05438399950251971,13.39833227963863,0.07463615464438766,10.821459493011243,0.09240897687098712
1450,1991-11,18.332004122319272,0.05454940950959622,13.40972500159967,0.07457274477147803,10.574095565240462,0.09457073598684271
1451,1991-12,18.48965557790829,0.054084295718023784,13.577396910639695,0.07365182049118466,11.645750241101569,0.08586823341536906
1452,1992-01,19.821584484356272,0.05045005361651219,14.625452785982155,0.06837395153731278,11.520903141240893,0.08679875073511746
1453,1992-02,19.628353090273205,0.05094670935461968,14.558799138318287,0.06868698376145821,11.718849077034305,0.0853326118824862
1454,1992-03,19.32656835811792,0.051742243189280966,14.418613773174204,0.06935479483197599,11.529421462005619,0.08673462092572713
1455,1992-04,19.339263089319125,0.05170827840654847,14.498269414906495,0.06897374930637191,11.931017580204555,0.0838151476416528
1456,1992-05,19.69501381666305,0.05077427258029876,14.836462262242362,0.06740151272752683,12.073161790207687,0.08282834417170497
1457,1992-06,19.341526710336108,0.05170222676711452,14.6577191619848,0.06822343837733824,11.865898295354825,0.0842751197683426
1458,1992-07,19.64202815649733,0.0509112395131769,14.97546267423562,0.06677590013432036,12.576747521398326,0.07951181323299845
1459,1992-08,19.738740852269704,0.05066179284100651,15.13813136527352,0.0660583513163305,12.331706087462287,0.08109178023766764
1460,1992-09,19.72061777451392,0.05070835059195545,15.183816524733043,0.06585959454733215,12.495167299498512,0.08003094124559137
1461,1992-10,19.375903531610003,0.0516104964276165,14.958266872442032,0.06685266471895375,12.66110636491043,0.07898203926091688
1462,1992-11,19.83380705125468,0.05041896381344197,15.342723057604525,0.06517747835540551,12.949099899301315,0.07722544483991171
1463,1992-12,20.442906752229472,0.04891672266180745,15.840837018171431,0.06312797731918296,13.12351776942492,0.07619908149397207
1464,1993-01,20.315410659768524,0.049223715766688526,15.763647643596768,0.06343709416812564,13.34051164565592,0.07495964371993415
1465,1993-02,20.53476144429248,0.0486979117197363,15.952911245441811,0.0626844833908123,13.35191289445545,0.07489563539732667
1466,1993-03,20.84214602818908,0.04797970413639249,16.206220065995662,0.061704703251452664,13.677311560984121,0.07311378376819305
1467,1993-04,20.446005187660774,0.04890930970728224,15.90900320943832,0.06285748936217016,13.334649800936896,0.07499259560080383
1468,1993-05,20.507515911257926,0.04876260997808292,15.964037584527413,0.06264079464265451,13.762513734777812,0.07266114456060482
1469,1993-06,20.59999798517012,0.04854369406831482,16.04229365600636,0.0623352259622546,13.708274859360818,0.07294863943562825
1470,1993-07,20.55557951686597,0.048648591939696686,16.016543943939123,0.062435441971762796,13.73445233114931,0.07280960142342416
1471,1993-08,20.802915683306388,0.048070184738693386,16.22426568744859,0.06163607150329273,14.172237371709437,0.07056048905843165
1472,1993-09,20.983542361730503,0.04765639579634496,16.380004805227287,0.06105004314045585,14.069755772451831,0.07107443911414374
1473,1993-10,21.098237522898955,0.04739732401413392,16.487136872447753,0.06065334495227828,14.380570718337601,0.06953826934871471
1474,1993-11,21.025738561307623,0.04756075498057598,16.453095856992253,0.06077883510142069,14.174938654824093,0.07054704251998117
1475,1993-12,21.15114750153173,0.047278758749499605,16.577793194705496,0.060321659720026746,14.3442342797496,0.0697144218713539
1476,1994-01,21.400330646813046,0.046728249974442373,16.80331836698619,0.05951205459302132,14.86925622704493,0.06725285950625769
1477,1994-02,21.254584348001803,0.047048673529765474,16.73282069181051,0.059762787064910505,14.444036713548378,0.06923272349910388
1478,1994-03,20.827010486896317,0.048014572260822924,16.444650767993984,0.060810047845241404,13.80443994289085,0.07244046148463923
1479,1994-04,20.04566257124654,0.04988610361198028,15.879292080951533,0.06297509957635826,14.074946634724135,0.07104822675013998
1480,1994-05,20.183627345830384,0.04954510816444419,16.04695567221616,0.062317116120125436,14.207878197003238,0.07038348626967555
1481,1994-06,20.27508954892201,0.049321607067978064,16.18807242208222,0.061773877329328944,13.839037040548545,0.07225936292171109
1482,1994-07,20.048306314503225,0.04987952519842467,16.08096988353653,0.06218530394884863,14.355234680955197,0.0696609997833529
1483,1994-08,20.511511074360882,0.0487531121610044,16.515117583127346,0.060550583122801926,14.788003920637122,0.06762237860949366
1484,1994-09,20.548023004093718,0.04866648240566857,16.608612387439074,0.06020972593449709,14.398253453738477,0.06945286823940108
1485,1994-10,20.35945279785056,0.04911723364714274,16.52338780315745,0.06052027658691822,14.71655729079862,0.06795067489223447
1486,1994-11,20.166069663523043,0.0495882448432095,16.433168070842235,0.06085253894374293,14.116447406249218,0.07083935293502454
1487,1994-12,19.86121197415916,0.0503493946543177,16.25429241112144,0.06152221054641446,14.263382168377486,0.07010959870493001
1488,1995-01,20.163199877087994,0.04959530263528895,16.564920448645648,0.060368536214839494,14.575008052719635,0.06861059674086452
1489,1995-02,20.739540290623665,0.048217076462977314,17.095370786189466,0.058495367693800024,15.053880227856402,0.06642805608015623
1490,1995-03,21.083193837461597,0.047431143863182326,17.438056442646005,0.05734584030559903,15.422891296631514,0.06483868561132945
1491,1995-04,21.564175120144167,0.04637320901117383,17.894099446384097,0.055884343495256054,15.758759224807212,0.06345677256276715
1492,1995-05,22.107274780514963,0.045233978856651556,18.399175087679065,0.05435026272833536,16.286559694264753,0.061400321416692195
1493,1995-06,22.620643744460143,0.0442074067960556,18.877149089166807,0.05297410087065947,16.567389785691752,0.06035953840258163
1494,1995-07,23.2724532987487,0.04296925584780387,19.469530429646696,0.0513623070475946,17.033362557909317,0.05870831414526883
1495,1995-08,23.17798267257119,0.04314439328593508,19.44067092312719,0.05143855394467743,16.955373511032022,0.05897835275344123
1496,1995-09,23.833954210125576,0.04195694894702624,20.044534251697403,0.04988891173239999,17.48595942803105,0.05718874072170953
1497,1995-10,23.81652427532464,0.04198765480805529,20.079175791332926,0.049802841032531076,17.38924412420094,0.057506812421379554
1498,1995-11,24.236217879681387,0.041260563218420206,20.47285403609603,0.04884516825240307,18.032447954604326,0.055455587755885605
1499,1995-12,24.913732895518688,0.04013850530523562,21.077722096807616,0.04744345690711321,18.42117678182698,0.05428534842500012
1500,1996-01,24.65110856331979,0.04056612697280373,20.886470836504394,0.04787788266518664,18.734908025116095,0.053376296198486585
1501,1996-02,25.860639070450503,0.0386688046368755,21.936984654168384,0.045585116448991256,18.787772067146356,0.05322610879172159
1502,1996-03,25.5182337448598,0.03918766518084084,21.665258796845375,0.04615684536136755,19.076535912212908,0.052420418707140336
1503,1996-04,25.31360353839524,0.03950445058062228,21.50812029381124,0.0464940676516367,18.978999675896084,0.05268981595853183
1504,1996-05,25.700684394602742,0.03890946967194401,21.854141054144456,0.045757918260089125,19.335791022971772,0.05171756349724487
1505,1996-06,25.850703157962514,0.03868366728322362,21.99708313370455,0.045460572836939994,19.45358183662035,0.05140441531016937
1506,1996-07,24.74612927575604,0.04041036029742668,21.073647270100416,0.04745263063308523,18.345169550312182,0.05451026207511846
1507,1996-08,25.29604066146912,0.03953187826437985,21.55721509148151,0.046388181207838726,18.697173581383833,0.05348401969138627
1508,1996-09,25.560680379523355,0.03912258927196239,21.800671069622783,0.04587014761180482,19.515614302518426,0.05124102088197927
1509,1996-10,26.35271692475245,0.03794675148127611,22.49449926666276,0.04445531274759325,19.90862124630415,0.05022949543457916
1510,1996-11,27.441204596755643,0.03644154892960601,23.439344266762784,0.04266330954565182,21.224414646938147,0.04711555143615048
1511,1996-12,27.57014170607499,0.03627112296559772,23.563693490894234,0.04243816871860229,20.66230409834901,0.04839731306054601
1512,1997-01,28.17475295672423,0.035492769059447545,24.091836087391002,0.04150783677809315,21.78904323130048,0.04589462645902121
1513,1997-02,29.101731974817902,0.03436221599681121,24.89318061777165,0.040171644409557034,21.782660723302048,0.04590807398153376
1514,1997-03,28.64028831747246,0.03491584962117627,24.505620134926374,0.04080696568762855,20.75024061713636,0.048192212247127435
1515,1997-04,27.42667973211295,0.0364608479687439,23.472866054652943,0.042602381731811294,21.841514464418562,0.04578437093403361
1516,1997-05,29.75277252568486,0.03361031309390491,25.467792188038523,0.039265280343761824,22.958161174115904,0.04355749541158577
1517,1997-06,31.070152036598106,0.03218523034010524,26.594986500478925,0.03760107191564064,23.851795787946287,0.04192556438477302
1518,1997-07,32.57853472275617,0.030695057604954164,27.886087960349577,0.03586017520355925,25.573761372219174,0.0391025780465091
1519,1997-08,32.40604085508064,0.030858444092938905,27.736807117636,0.03605317640775481,24.705218212588196,0.04047727858118914
1520,1997-09,32.49281018400799,0.030776039201809963,27.813645163991115,0.03595357581158216,25.07893327820943,0.039874104249437096
1521,1997-10,32.7379518153918,0.030545588362979027,28.038607770053744,0.03566510891699967,24.095897494924262,0.041500840556391284
1522,1997-11,32.18602179544693,0.031069388020530733,27.597656163296474,0.03623496118956474,25.57720312431776,0.0390973162757284
1523,1997-12,32.88725269545518,0.03040691812296604,28.23737360308884,0.03541405847640914,25.3932301078107,0.03938057489158932
1524,1998-01,32.72310028046933,0.030559451623746254,28.1324034199587,0.0355461986333718,26.091918772515612,0.03832604296826832
1525,1998-02,34.57135414089978,0.028925682110234323,29.75818756043413,0.03360419709598105,27.230860162713594,0.03672304121223722
1526,1998-03,36.15821252201951,0.02765623437251007,31.161523627779317,0.03209085704360547,28.570796848775792,0.03500077387736031
1527,1998-04,37.15113743844648,0.026917076271401937,32.06570263247362,0.031185968742418226,28.749218700967514,0.03478355396024541
1528,1998-05,36.84850233532796,0.02713814501603949,31.86530083844635,0.031382098197343014,28.11507077224589,0.03556811249385725
1529,1998-06,36.710509030517294,0.027240156195292856,31.80585978502485,0.03144074729496323,29.168546252936036,0.03428350495525098
1530,1998-07,38.17174150675225,0.026197390020130697,33.13830791498711,0.03017655586294256,28.753554665965805,0.03477830868625269
1531,1998-08,35.34904280264379,0.028289309149983805,30.75611672614192,0.03251385761421647,24.530601869424373,0.040765408257121806
1532,1998-09,33.46776038710276,0.029879501598958597,29.18440104480807,0.034264880011231236,26.03615384729426,0.038408130704140946
1533,1998-10,33.713519440189195,0.029661691113978463,29.46124324718001,0.033942898865808,28.38727225707414,0.035227054961252884
1534,1998-11,37.309354161397636,0.02680292978736835,32.68045814578868,0.030599326225445332,29.69279869801853,0.03367819955842466
1535,1998-12,38.76330864484732,0.025797591458512577,34.03300639015288,0.029383240156219063,31.33167025915066,0.03191658764849736
1536,1999-01,40.52043552430581,0.02467890552163881,35.65668760959821,0.028045229858390325,32.41875720027254,0.0308463397847834
1537,1999-02,40.34641741258308,0.02478534809606476,35.582684444509354,0.0281035569859684,31.514683858487018,0.03173124009399499
1538,1999-03,41.30384254948401,0.024210822487083408,36.51349184196832,0.027387136906216348,32.80823622807441,0.030480151174487328
1539,1999-04,42.64266642204713,0.02345069114822003,37.78196256220836,0.0264676563149278,33.85709419948238,0.029535907426316826
1540,1999-05,42.48430140454431,0.023538106240180177,37.72081675932296,0.02651056063765754,32.82072968007913,0.030468548680895415
1541,1999-06,42.099617981862785,0.023753184659082098,37.45298075025872,0.02670014455373067,34.818300115386776,0.028720529051850054
1542,1999-07,43.72525623497151,0.02287007752741764,38.968227066760605,0.025661932175841458,33.53811549730744,0.029816821403703606
1543,1999-08,41.81486188561765,0.023914942078140714,37.32111078671877,0.026794486523050214,33.237895970915844,0.030086140256141064
1544,1999-09,41.19281325204064,0.02427607927337814,36.81625136079831,0.027161917985620693,32.109219081553,0.031143703540722604
1545,1999-10,40.40598002971556,0.024748811915082256,36.161734524311605,0.027653540770498662,33.76639119427849,0.029615246540454814
1546,1999-11,43.032263527475706,0.02323837785947535,38.56559938558988,0.025929844626598808,34.48588122954803,0.028997374123738057
1547,1999-12,43.99778146079217,0.022728418724728926,39.479977975159144,0.025329294778968756,36.28539321005897,0.027559298977715967
1548,2000-01,43.557457183038096,0.022958181323528098,39.13459565435931,0.025552838435641465,34.220369421868014,0.029222361327314164
1549,2000-02,41.96540805155025,0.023829149922040587,37.75259550518972,0.026488245023114598,33.25980938382782,0.03006631783302516
1550,2000-03,42.98325797401585,0.023264872118454072,38.71102764977168,0.02583243227349192,36.09872226492765,0.027701811511804328
1551,2000-04,43.285131848246266,0.023102621091831463,39.02391516272507,0.025625311961399038,35.23098507556687,0.02838410557794799
1552,2000-05,41.72743179486162,0.023965050255576513,37.65315228077701,0.0265582013570356,33.868360340121235,0.02952608245446642
1553,2000-06,42.53608855429174,0.023509448893582002,38.4120472976906,0.026033499132448526,34.30658605005406,0.02914892197495193
1554,2000-07,42.510010529735375,0.02352387090801845,38.41863831238203,0.0260290328842214,33.4811698462827,0.02986753463487557
1555,2000-08,42.61569414497721,0.02346553353321038,38.55538084186159,0.02593671695532178,35.32831657898045,0.028305905767244437
1556,2000-09,41.64796921707495,0.02401077456593051,37.7273987434133,0.026505935561607904,33.08873881830732,0.030221762318928896
1557,2000-10,39.145165398639875,0.025545938810485794,35.505251257938646,0.02816484786250905,32.702058237326995,0.03057911501296801
1558,2000-11,38.571440547410056,0.025925917876228936,35.02314611964576,0.028552546267083173,29.881979133221826,0.03346498555339101
1559,2000-12,37.08169330959686,0.026967484781532262,33.700165887563124,0.029673444437525603,28.948842878291856,0.034543695034867164
1560,2001-01,36.80118016616198,0.027173041611298163,33.47321417476684,0.029874633334549375,30.49404017333431,0.032793293191580954
1561,2001-02,35.67525529202028,0.028030633328745277,32.464614607424224,0.030802768247595747,27.502185282477836,0.03636074696351926
1562,2001-03,32.193399804261105,0.031062267610134187,29.306677805275765,0.0341219160576427,25.296300067972126,0.03953147287599221
1563,2001-04,32.05889133751659,0.031192594574527915,29.188521479932835,0.03426004296543427,27.427398059169324,0.036459893054481246
1564,2001-05,33.97098212301245,0.029436888117596847,30.929578108610386,0.032331511166704636,27.34470797565625,0.036570147353201014
1565,2001-06,32.98498500702843,0.03031682445169887,30.02784141216779,0.03330242711335165,26.804196985820433,0.037307590319866905
1566,2001-07,32.09585006980156,0.031156675951103194,29.209573631298113,0.034235350800482005,26.24737698251677,0.03809904512234096
1567,2001-08,31.353364333914975,0.03189450386727075,28.51992942626035,0.03506320036960639,24.532061288299815,0.040762983112101324
1568,2001-09,27.635968859619638,0.03618472741374204,25.1226758988068,0.03980467701880017,22.36758780610024,0.04470754775475938
1569,2001-10,28.546714284540148,0.035030301211987934,25.93122211524332,0.03856355074804452,22.871200333375285,0.04372310964985641
1570,2001-11,29.974959576889276,0.0333611792681449,27.205170645953164,0.036757718340162386,24.588820189880195,0.04066888904297902
1571,2001-12,30.471362088501923,0.03281769935638487,27.62844393405404,0.036194582741861485,24.779322539564582,0.04035622839984115
1572,2002-01,30.249709879042825,0.0330581682931381,27.398899038067675,0.03649781688711699,24.34690657069707,0.04107297972727093
1573,2002-02,29.06002168441345,0.034411536607226866,26.29411828878339,0.03803131898233615,23.795714646127077,0.04202437350049317
1574,2002-03,30.266178329108133,0.033040180663914946,27.357472302213374,0.03655308461809516,24.57641759967792,0.04068941276506895
1575,2002-04,28.979807658374078,0.03450678526884693,26.169295085644055,0.03821272207475622,22.976291394283763,0.04352312489598685
1576,2002-05,28.100761829603996,0.03558622382068324,25.35181432206107,0.03944490864820681,22.732714824868165,0.04398946662129693
1577,2002-06,26.359879489771032,0.0379364405056575,23.760681453655824,0.04208633502159677,20.611867857729834,0.0485157389375064
1578,2002-07,23.434917989972305,0.04267136759035792,21.10687852609333,0.04737791989297481,19.33763143443425,0.05171264140546778
1579,2002-08,23.557112403892862,0.042450024555418256,21.200754344956344,0.047168132969660104,18.549420502976858,0.053910039930331916
1580,2002-09,22.331792783817505,0.04477920826511696,20.083864989196087,0.04979121302288877,17.167292585708203,0.05825030330248472
1581,2002-10,21.929438666525265,0.04560080242849421,19.70907761856141,0.05073804159451026,18.577183304873735,0.053829473693014024
1582,2002-11,23.32605005838393,0.04287052447787132,20.950469804432608,0.0477316265140949,19.545137526349016,0.05116362055022068
1583,2002-12,23.08536293912699,0.04331749094163544,20.720368504713345,0.0482616899295264,18.358964894589814,0.05446930182293061
1584,2003-01,22.879550830274027,0.04370715174516488,20.522870119976453,0.04872612817573819,17.766197952256956,0.05628666317280133
1585,2003-02,21.194655947772937,0.047181704787478594,19.000147246501474,0.052631171065483796,17.35342980174175,0.05762549602152024
1586,2003-03,21.28797062143052,0.04697488632351379,19.072699174703477,0.05243096380014849,17.44980073846659,0.057307244649251826
1587,2003-04,22.396788338038107,0.044649258853852125,20.055093281576124,0.04986264516249661,18.90560009755442,0.052894380228076306
1588,2003-05,23.549898072298596,0.042463028796557105,21.07607485159724,0.04744716495084071,19.932587969096247,0.05016910004613618
1589,2003-06,24.78053264293646,0.040354257691270566,22.165226359804024,0.045115713404735185,20.02002040224291,0.04994999904635295
1590,2003-07,24.811310374049736,0.04030419937215023,22.182111819287336,0.0450813704369888,20.227391740655825,0.049437911364027275
1591,2003-08,24.58268749385868,0.04067903479836462,21.968220526709114,0.04552030050791748,20.727432187769892,0.04824524287142739
1592,2003-09,25.17858763120859,0.03971628649895003,22.492161132777667,0.04445993402308981,20.076473447727714,0.04980954461965936
1593,2003-10,25.60134930670381,0.039060441229874794,22.86368048467592,0.04373749015038225,21.127467751579985,0.04733174897049442
1594,2003-11,25.849451994706595,0.03868553964721489,23.082006863952483,0.04332378921356769,21.416498479811043,0.0466929736876774
1595,2003-12,26.52039941433547,0.03770682275092188,23.680425937778715,0.04222897014722374,22.085015369110835,0.045279570029127
1596,2004-01,27.536600735041006,0.036315303026036735,24.587372519730845,0.040671283570357965,22.33654894259688,0.044769673353297276
1597,2004-02,27.526378664516155,0.03632878891145551,24.578803192686472,0.0406854634930945,22.57665039014276,0.044293550315002095
1598,2004-03,26.76335571402347,0.03736452224770976,23.899544515155103,0.04184180160278298,21.83127541918843,0.045805844175327376
1599,2004-04,26.776876386390466,0.03734565546667934,23.91783565140992,0.04180980313496934,21.31258948877266,0.04692062409998531
1600,2004-05,25.784092396681007,0.03878360287479898,23.039072028637843,0.04340452596167884,21.367156831348954,0.046800798435327806
1601,2004-06,26.279552584202314,0.038052398220856314,23.492064475371297,0.04256756578581605,21.538276293224364,0.046428970748907415
1602,2004-07,25.578891041564365,0.03909473629544972,22.878051822799303,0.04371001550942559,20.753481662046585,0.04818468613046135
1603,2004-08,25.061606425764943,0.03990167202418181,22.427843153442765,0.044587435053757986,20.580452235475622,0.048589797180270254
1604,2004-09,25.55576103515805,0.03913012015663558,22.884252291744872,0.04369817231742083,20.59194904010646,0.048562668742639335
1605,2004-10,25.30737096011553,0.03951417954776899,22.678575627924904,0.04409448002407461,20.667901868364808,0.048384204955542374
1606,2004-11,26.362657299544868,0.03793244317663168,23.644764088029387,0.042292661338341246,21.254716201361923,0.04704838166392096
1607,2004-12,27.044560820267023,0.03697601179940797,24.2813345513481,0.041183897774864274,21.8470304436829,0.04577281121009979
1608,2005-01,26.49057241351007,0.03774927866375604,23.80893300206186,0.042001042210224195,21.21516175183493,0.04713610066694441
1609,2005-02,26.650209744872466,0.037523156837157776,23.976965341917037,0.04170669581157457,21.43349456821767,0.04665594762521062
1610,2005-03,26.249159658488885,0.03809645767751668,23.640568967067935,0.04230016635356923,20.86042407472203,0.04793766399081823
1611,2005-04,25.322708987672943,0.039490245711341486,22.82942879957293,0.043803110834674364,20.38341899956577,0.04905948310346282
1612,2005-05,25.56179539213847,0.039120882733751555,23.068141135126655,0.04334983014635997,20.81546074900543,0.04804121379094528
1613,2005-06,25.97757822092132,0.038494735402033714,23.466702252144437,0.042613571743282244,20.70986737586739,0.048286161463557756
1614,2005-07,26.19446987163666,0.03817599687645516,23.684659811267927,0.04222142128992083,21.245587329388183,0.04706859756316265
1615,2005-08,26.009489845169952,0.038447505351040294,23.539903225612868,0.042481058244620916,20.76456751184393,0.048158961145210885
1616,2005-09,25.636772771885678,0.039006469687036444,23.22306442594409,0.04306063927045006,20.528795927743552,0.048712062973384346
1617,2005-10,24.77945586706698,0.04035601126048314,22.465396732453616,0.04451290186010361,20.033352732839113,0.04991675698700088
1618,2005-11,25.82130609164047,0.03872770790334829,23.428014272563324,0.042683941898187486,20.727495072938876,0.048245096500134574
1619,2005-12,26.322968396572044,0.037989636462513354,23.899231914844563,0.041842348890671614,20.927563796495132,0.047783870579693376
1620,2006-01,26.345431908614394,0.0379572444843093,23.93576777854911,0.041778480191313756,20.86404955953512,0.04792933400328261
1621,2006-02,26.123878339089355,0.038279155453870436,23.747486545111464,0.04210971961602626,20.738107366646837,0.048220408078719044
1622,2006-03,26.199042470563214,0.03816933390308377,23.829092693116458,0.0419655088373915,20.806582685344253,0.048061712734036824
1623,2006-04,26.020914820474633,0.038430624245891117,23.6806149697793,0.04222863305180963,20.73960056145651,0.04821693634054115
1624,2006-05,25.527481907590893,0.039173468171282436,23.24409044677644,0.04302168769691236,19.997757272774436,0.050005607446862596
1625,2006-06,24.630858303135266,0.040599478414144824,22.43960538021394,0.044564063541052606,19.823299653698303,0.05044568853164849
1626,2006-07,24.575847123974953,0.04069035728271806,22.403955205779113,0.0446349758698879,19.688754548873153,0.05079041427012117
1627,2006-08,24.92600442662192,0.04011874437974351,22.73696462249857,0.043981244489006456,19.887658571911476,0.05028244005618437
1628,2006-09,25.51060575828573,0.03919938277730643,23.284197344139145,0.042947583084787314,20.27075756227161,0.04933214740139868
1629,2006-10,26.39888347719564,0.03788038993633341,24.109045806186625,0.04147820731019516,20.934399286244094,0.047768268213795644
1630,2006-11,26.78742167086711,0.037330953769528274,24.477152108701706,0.04085442601978589,21.132373994086773,0.047320760094432285
1631,2006-12,27.142269809213,0.03684290249228037,24.815731610135746,0.040297018669865035,21.125567020348317,0.04733600755126676
1632,2007-01,27.068990522308116,0.03694264103332111,24.762070347343823,0.04038434533028729,21.2801672469442,0.04699211187560561
1633,2007-02,27.178429987107062,0.03679388399088473,24.873970253732118,0.04020266928838829,20.60991083813933,0.04852034576246038
1634,2007-03,26.099872456911537,0.03831436347633143,23.899105635444872,0.04184256997956005,20.63548505247104,0.048460212951488287
1635,2007-04,26.845584418241238,0.03725007377081024,24.596646001395758,0.04065594959342238,21.27917377736535,0.04699430581575022
1636,2007-05,27.416063314497816,0.03647496682979984,25.12949681313712,0.03979387281154086,21.753309607676478,0.04597001642670098
1637,2007-06,27.28562530768791,0.03664933417224062,25.017596732136273,0.03997186503192184,21.420779026189187,0.046683642960762224
1638,2007-07,27.286537848387024,0.03664810851256868,25.022660158031865,0.039963776580285625,20.366232705950043,0.04910088254603158
1639,2007-08,26.03861948636471,0.03840449377601053,23.881530181937734,0.04187336374100215,20.51147040640456,0.04875320882347651
1640,2007-09,26.62262192709086,0.03756204038575224,24.419197477699758,0.04095138674861145,21.334097192018422,0.04687332165966334
1641,2007-10,27.230786807692756,0.03672314013774651,24.976645561208755,0.04003740204221421,21.216641255672826,0.04713281371680938
1642,2007-11,25.66051844496015,0.03897037396749888,23.534789000368544,0.04249028958722938,20.06098765611428,0.049847994383029066
1643,2007-12,25.90075024108548,0.03860892023172881,23.750844444078464,0.04210376613574761,19.779486446305057,0.05055742992694367
1644,2008-01,23.978983795467006,0.04170318511116557,21.983918747259718,0.045487795487992755,18.468541719623143,0.05414612670460509
1645,2008-02,23.45952789830902,0.042626603754975,21.50029370450453,0.04651099253544103,17.75004114926033,0.05633789756265841
1646,2008-03,22.57987940959421,0.044287216147624736,20.684683750630207,0.04834494991829559,17.552940716619418,0.05697051087588892
1647,2008-04,23.338275414048454,0.04284806748822798,21.367518495958766,0.04680000628941212,18.323986823959657,0.05457327652585097
1648,2008-05,23.688871597549124,0.04221391449069533,21.675358702145708,0.04613533800024297,18.210361820952595,0.05491379083140531
1649,2008-06,22.419761099623553,0.04460350828701698,20.50055544797204,0.04877916613224849,16.65122238186031,0.06005565099469159
1650,2008-07,20.914664987861023,0.04781334057133619,19.109803673488265,0.0523291613606338,16.377068466331608,0.061060989154183815
1651,2008-08,21.412665803139575,0.04670133131454271,19.551271898815422,0.051147567543193356,16.544779785057752,0.060442025399645376
1652,2008-09,20.376906075972474,0.04907516363238062,18.59338884468405,0.053782557249422845,15.106888138856437,0.06619496952703974
1653,2008-10,16.42100909957767,0.060897597336190434,14.97176752413162,0.06679238095222836,12.681226103127132,0.0788567281955019
1654,2008-11,15.31207798945158,0.06530792232699542,13.94578033544956,0.07170627788091886,10.918121542177893,0.09159084702775025
1655,2008-12,15.451635913883102,0.06471806646062069,14.055230323222752,0.07114789135456216,12.257007248212082,0.0815859842251353
1656,2009-01,15.256079245823793,0.0655476406412703,13.8587649259275,0.07215650206528594,11.262655121736627,0.08878901015711885
1657,2009-02,14.204569862054718,0.07039987903268674,12.885941730642413,0.07760395172531533,9.612037917520244,0.10403621048739937
1658,2009-03,13.407459958547395,0.07458534301737665,12.145499531835114,0.08233502437498393,11.062087134603404,0.09039885401660704
1659,2009-04,15.077952236788876,0.06632200343227564,13.63920714523538,0.07331804476254565,12.21276348224486,0.08188154969625167
1660,2009-05,16.101859136577158,0.062104629752249486,14.545050188219937,0.06875191127287425,13.308523735899962,0.07513981414050332
1661,2009-06,16.495380270942185,0.060623034060122455,14.880275462923862,0.06720305699256911,13.001664848294151,0.07691322701117022
1662,2009-07,16.807226939379973,0.05949821488141877,15.140978299211936,0.0660459304701631,14.11342984600889,0.07085449893547939
1663,2009-08,18.215528036952115,0.054898216399293764,16.389095983813736,0.061016178133780165,14.683645609847945,0.06810297841357092
