,date,cape,caey,p-cape,p-caey,ern_cape,ern_caey
751,1933-08,13.027406554543523,0.07676124912607671,10.374960720459102,0.09638590708377631,12.511064019138141,0.07992925289729975
752,1933-09,12.95289062710628,0.07720284442974591,10.34788394765171,0.0966381151024538,11.14202794676514,0.08975026851286345
753,1933-10,11.724128684736167,0.08529418491473198,9.401501338751746,0.10636599027839651,10.191819488830074,0.09811790731733129
754,1933-11,12.042524349805355,0.08303906813492665,9.694872468612242,0.10314730835682086,11.324662679298719,0.08830285089444494
755,1933-12,12.315369220606588,0.08119935197125543,9.953181954816944,0.10047038269164162,11.60889091625383,0.08614087316471213
756,1934-01,13.060832132590496,0.07656479999499535,10.593512286857484,0.09439739841908895,12.887165419881732,0.07759658291164988
757,1934-02,13.964859294231378,0.07160831190136525,11.365849185142647,0.08798286724648718,12.378688123345855,0.08078400473746716
758,1934-03,13.290943330899793,0.0752392042538564,10.85762141092272,0.0921012035835035,12.435972778716405,0.08041188395904612
759,1934-04,13.55438123615189,0.07377688310351094,11.116276287395738,0.0899581815120821,12.154884162865,0.08227145455282497
760,1934-05,12.213370597807854,0.08187747943876258,10.057168550375774,0.09943156416152896,11.204922385735285,0.08924649056677766
761,1934-06,12.319237937272055,0.08117385223760341,10.184316870578323,0.09819018916123083,11.400389510096154,0.08771630119430592
762,1934-07,11.770100663581104,0.08496104057072233,9.763496264007733,0.10242232628145839,10.126959719869047,0.09874631949389556
763,1934-08,11.342991145328643,0.08816016755966768,9.4384396702466,0.10594971573027735,10.704947375960337,0.09341475159846738
764,1934-09,10.935940413418484,0.09144161015846358,9.128637694811104,0.10954537067107172,10.227775830571636,0.09777296809839343
765,1934-10,11.133465906195232,0.08981928973650054,9.32527636097315,0.10723542780834473,10.304333394487093,0.09704654941919956
766,1934-11,11.472993610803934,0.08716120952584826,9.637075962249165,0.10376591446588673,11.219169362100466,0.08913315841171854
767,1934-12,11.662120474785938,0.08574769932809799,9.820401738102063,0.1018288280529412,11.279226319586996,0.0886585632441336
768,1935-01,11.512604870963147,0.08686131515919383,9.720208250474665,0.1028784542708915,10.686165243067482,0.09357893849234061
769,1935-02,11.097903565778182,0.0901071084347524,9.397371012190801,0.10641274019113893,10.190787670766397,0.0981278417632653
770,1935-03,10.400950514331717,0.09614505891765145,8.83926102604602,0.11313162910942119,9.955565890946039,0.10044632429276945
771,1935-04,11.107536468646035,0.09002896392217707,9.47855179132553,0.1055013489418466,10.728204727982838,0.09321224057103021
772,1935-05,11.987966426452061,0.08341698370070914,10.27185696112117,0.09735338058006313,11.061876256843814,0.09040057733255832
773,1935-06,12.539324047213482,0.07974911536178239,10.791432002081102,0.09266610768683456,11.939039855698152,0.08375882919284582
774,1935-07,13.206513186439775,0.07572021364630772,11.416565270931203,0.08759201881376658,13.00420745949577,0.07689818876811232
775,1935-08,14.114279295158267,0.07085023465158706,12.257025318770014,0.081585863942749,13.279997891531826,0.0753012167748659
776,1935-09,14.433945217031917,0.06928112757557162,12.592871167106653,0.07941000799023983,13.599082269508003,0.07353437387772922
777,1935-10,14.845311514802209,0.06736133485665852,13.012019355166823,0.07685202217309331,14.641547587200279,0.06829879109734312
778,1935-11,16.151668563415463,0.06191310799090209,14.222809963752335,0.07030959441548883,15.110020180193837,0.06618124847449222
779,1935-12,16.185697910822988,0.06178293982191055,14.320867003567027,0.06982817449187406,15.705014864685026,0.06367392890844333
780,1936-01,17.113672737183784,0.05843281073309571,15.212251655745334,0.06573648810380558,16.759575477746033,0.059667382466091455
781,1936-02,18.13073381849393,0.05515496559659201,16.19099695231332,0.06176271930291007,17.066537465143966,0.058594193581583916
782,1936-03,18.685818374678536,0.053516521457530414,16.775423172448487,0.05961101485906917,17.641509847813204,0.056684490648852115
783,1936-04,18.737809336045856,0.053368031559393854,16.917460227838962,0.05911052761657594,16.299472894670142,0.06135167722675226
784,1936-05,17.76388559074669,0.05629399012347309,16.127588543260874,0.062005550136499686,17.03020543086498,0.058719197725450395
785,1936-06,18.404281463654343,0.054335182928757525,16.793755001349783,0.05954594430606055,17.453125174510657,0.05729632888099868
786,1936-07,19.371059083624253,0.051623403536328674,17.75605682867092,0.05631881051345183,18.521699963089276,0.05399072450114389
787,1936-08,19.6315770385845,0.05093834275435792,18.069769334677382,0.05534104954405352,18.532867436297984,0.05395819095114372
788,1936-09,19.86488988151097,0.05034007265908578,18.35819707506061,0.05447157996568672,18.56669445299488,0.053859883488236976
789,1936-10,20.90807644316165,0.04782840749212333,19.403036857151953,0.051538323993411385,19.96100121177301,0.05009768745518634
790,1936-11,21.487846608169296,0.04653793459321409,20.02186595318989,0.04994539481674432,20.019632027817483,0.049950968060276525
791,1936-12,21.10797606092129,0.047375456420541036,19.743568833190697,0.0506494042920402,19.888024844108845,0.05028151401853343
792,1937-01,21.59634291049973,0.046304136035634956,20.275812177809293,0.04931984924847757,20.530894747092702,0.04870708326735765
793,1937-02,22.214010789904563,0.045016634297056456,20.92833560958598,0.047782108365175574,20.74352205398775,0.04820782109216401
794,1937-03,22.00712049295752,0.0454398384522868,20.800965940715887,0.04807469051437637,20.368714000150906,0.04909490113085153
795,1937-04,20.520028236919472,0.04873287641002403,19.45366390008755,0.051404198465436604,18.517025214838615,0.05400435482469669
796,1937-05,19.43502115356179,0.05145350715590723,18.475365239429998,0.05412612887705229,17.816800587193374,0.05612679982054662
797,1937-06,18.667404268911124,0.05356931181189501,17.791410741322245,0.056206897504614675,17.12887006250097,0.05838096712457582
798,1937-07,19.598872318662337,0.0510233437792125,18.721738869328636,0.05341384189682698,19.6189982617856,0.05097100201837656
799,1937-08,19.755060065477135,0.05061994226722426,18.90813764853499,0.052887281581508926,18.483344101284477,0.05410276379210547
800,1937-09,16.79972500450964,0.05952478387185294,16.10679825064014,0.062085585504881864,15.687691574162626,0.06374424148209185
801,1937-10,14.322595971572776,0.06981974510659811,13.754167327555976,0.07270523734261515,13.699371383194336,0.07299605011268963
802,1937-11,13.124622300896103,0.07619266879258868,12.621873104175329,0.0792275434673162,12.627328576611825,0.07919331424163517
803,1937-12,12.977073669475248,0.07705897534913485,12.495769610441773,0.08002708365912696,12.007798066962685,0.08327921525856781
804,1938-01,13.48569719695388,0.07415263633725053,13.002390261494215,0.07690893596398495,12.293040525792081,0.08134683993775955
805,1938-02,13.248697582349635,0.07547911738375204,12.791967501017167,0.07817405726839784,13.0952463442233,0.07636358826049344
806,1938-03,12.373020495321004,0.0808210089345735,11.96236015402273,0.08359554361550615,9.783961203902122,0.10220809129958239
807,1938-04,11.796698115393998,0.08476948297041345,11.419082401593016,0.08757271073378849,11.063803545905436,0.09038482976047477
808,1938-05,12.007721486806119,0.08327974637809371,11.637354383456715,0.0859301837040872,10.645267856857577,0.09393845354072607
809,1938-06,12.316647309494208,0.08119092597781512,11.953819235553961,0.08365527203437406,13.289897171859952,0.0752451269613584
810,1938-07,14.814227659905947,0.0675026753305848,14.399212856189,0.06944824067728014,14.122759561389497,0.07080769134765422
811,1938-08,14.958344274593706,0.06685231878894976,14.560865065342732,0.06867723830366133,13.944921829847774,0.0717106924084433
812,1938-09,14.342888577531,0.06972096273316662,13.981266466285254,0.0715242787490978,14.229277735164795,0.07027763591462562
813,1938-10,16.131979163351243,0.061988674165399854,15.748588815626565,0.06349775282771675,15.485202347488025,0.06457778061661673
814,1938-11,16.22398728305233,0.061637129181222036,15.86077451277733,0.0630486234574741,15.051815921693592,0.06643716646565809
815,1938-12,15.832509129986425,0.06316118258893165,15.501179693021673,0.0645112191332238,15.691961704497821,0.06372689526213716
816,1939-01,15.674693674675472,0.06379710001067718,15.368093866829938,0.06506987845502245,14.683712589166127,0.06810266776386073
817,1939-02,15.73806434630819,0.06354021549254743,15.452803874259464,0.06471317491227284,15.326946851129028,0.0652445662996696
818,1939-03,15.803499384199842,0.06327712462214467,15.540226783136639,0.0643491252704975,13.28908528388511,0.07524972401318254
819,1939-04,13.983004055630444,0.07151539082886389,13.771844956517276,0.0726119124312947,13.293223163706038,0.07522630047543778
820,1939-05,14.571800858972004,0.06862569765248266,14.375093684345337,0.06956476402578252,14.2284846076972,0.07028155334680046
821,1939-06,14.903922534790075,0.0670964303300497,14.72714304996736,0.06790183246045242,13.361234781160158,0.07484338209594502
822,1939-07,15.339781536812483,0.06518997663690289,15.180483089722326,0.06587405645061666,15.825942899985899,0.06318738834833601
823,1939-08,15.188458507930363,0.06583946616293346,15.05228324774429,0.06643510380060502,14.735792068538395,0.06786197819220365
824,1939-09,16.53016441938642,0.060495466023750465,16.405072724646242,0.0609567550711095,16.840876745662044,0.059379331320002976
825,1939-10,16.89674804934011,0.0591829858076776,16.798357583167967,0.05952962931340411,16.761759626392088,0.05965960748091497
826,1939-11,16.671316442736263,0.05998326547485713,16.622304120692764,0.06016013139569024,15.98041955200302,0.06257657984171372
827,1939-12,16.35016192116753,0.06116147380200331,16.34886892821888,0.0611663109167115,16.582038329742005,0.060306216890499656
828,1940-01,16.436244628301985,0.06084114848705006,16.478031677420358,0.0606868599099908,15.951968626498044,0.0626881874842009
829,1940-02,16.262201109408498,0.0614922908204259,16.338785262131395,0.06120406039717728,15.93476392381947,0.06275587167659186
830,1940-03,16.20700289700586,0.061701722789519804,16.31339180986106,0.06129933073731017,16.029798522368697,0.062383815904145976
831,1940-04,16.393119447143363,0.0610012025608865,16.525290449848686,0.06051330855786299,15.952035017391553,0.06268792658176588
832,1940-05,14.149411807206116,0.07067431590977603,14.282820450591212,0.07001418266506367,12.093069558302862,0.08269199107627888
833,1940-06,12.846749877825204,0.07784069974975551,12.985066633077139,0.07701154166222594,12.731450745386189,0.07854564416882301
834,1940-07,13.366045661967386,0.07481644349349074,13.5245428216065,0.07393965276241522,14.629765232416823,0.06835379680489931
835,1940-08,13.636555007124045,0.07333230419835342,13.80848575400526,0.07241923682399007,14.911072063296427,0.0670642590790972
836,1940-09,14.191351889324514,0.07046545021212905,14.376487481872294,0.06955801973610921,14.982630159994098,0.06674395545517449
837,1940-10,14.300411880344553,0.0699280558047749,14.49047446054424,0.06901085280008433,15.453448572726828,0.06471047515988503
838,1940-11,14.602903279885131,0.06847953320196655,14.794386739129411,0.06759320393829625,14.71137024427031,0.06797463345669474
839,1940-12,13.874489659425368,0.07207472307427677,14.048073874895364,0.07118413591111959,14.450256326854957,0.06920292466657207
840,1941-01,13.867888183290214,0.07210903252053377,14.030882280281098,0.07127135557294162,13.655611270392695,0.07322996973179385
841,1941-02,12.965847617404787,0.07712569432465362,13.106776417193648,0.07629641096861821,13.308099231169104,0.0751422109671293
842,1941-03,12.916358240831524,0.07742120351220781,13.043562968389665,0.07666616877792082,13.13490790667902,0.07613300428939483
843,1941-04,12.388394702756925,0.08072070869500624,12.495016979102411,0.0800319040520292,12.081284252871718,0.08277265720010687
844,1941-05,11.995046525051517,0.08336774667038693,12.080176220054357,0.08278024937582412,11.905472739459796,0.08399498464983882
845,1941-06,12.121053569004825,0.08250107916007693,12.18608812705128,0.08206078846419555,12.152361399574575,0.08228853365363274
846,1941-07,12.69207741183475,0.07878930828672288,12.736475891106878,0.07851465417511923,14.577709435947062,0.06859788256816998
847,1941-08,12.405221034815224,0.08061121983989664,12.422579149359235,0.08049858149236108,14.1484935814657,0.07067890261546883
848,1941-09,12.217638280532118,0.08184887922188892,12.2022524815409,0.08195208233174668,13.603504324922975,0.07351047025198502
849,1941-10,11.51952592070856,0.08680912798696933,11.466349121700851,0.08721171746876531,12.360069248130499,0.08090569558509984
850,1941-11,10.856545886552306,0.09211032776443855,10.76796440100873,0.09286806333668055,11.559886580429342,0.08650603905517379
851,1941-12,10.034960571640982,0.09965161226701995,9.90401652245263,0.10096913688835002,10.858774388736563,0.09209142433581326
852,1942-01,10.054638630143796,0.09945658285539981,9.87478805813535,0.10126799624586874,10.713828712948827,0.0933373144925671
853,1942-02,9.639083750099841,0.10374430038432253,9.422685990500355,0.1061268518348343,10.14977394954487,0.09852436172185305
854,1942-03,8.968502920935407,0.11150132957705508,8.727488174886581,0.11458050471812821,9.274313585438456,0.10782469136800528
855,1942-04,8.511847335016439,0.11748331010192732,8.230203470847481,0.1215036789238733,8.686244589512416,0.11512455005093668
856,1942-05,8.475939762498856,0.11798101780104941,8.136602202541324,0.12290142434241995,9.041782587338007,0.11059766039944234
857,1942-06,8.874330225658957,0.11268456036362404,8.443689011394792,0.11843164742928074,9.04159015814481,0.11060001421311758
858,1942-07,9.1179601280863,0.10967365353130606,8.607320407575184,0.11618017601853346,9.14854770366711,0.10930696678765302
859,1942-08,8.9817284455953,0.11133714474416188,8.443225329657006,0.11843815141205329,9.04412893218248,0.1105689677246436
860,1942-09,9.046385323144015,0.1105413891050637,8.472437560054592,0.1180297869310655,9.173426754731903,0.10901051774182127
861,1942-10,9.56281051945305,0.1045717676791525,8.919105803107632,0.1121188628182408,9.531034044014955,0.10492041003965917
862,1942-11,9.621856142799126,0.10393005103785377,8.940162327677966,0.11185479226748343,9.229237774833008,0.1083513096527729
863,1942-12,9.575041225931292,0.10443819263062624,8.863398270142286,0.11282354346736885,9.521427004399628,0.10502627384927947
864,1943-01,10.105743107407084,0.09895363353013022,9.321911992264258,0.1072741301172812,10.117604240460539,0.0988376275878608
865,1943-02,10.662086494030085,0.09379027271631307,9.800282289332987,0.10203787712201304,10.371344761524053,0.09641951193347964
